Tweet id,Contenido,Fecha,Categoria,Autor username,Autor displayname,Autor location,Link,Likes,Respuestas,Retweets,Hashtags,Mentioned users,Sentimiento,Emocion,Lang
1728915585202061726,"¿Con quien vas en esta mega bronca?

🔁 Luitingo
❤️ Naomi y Pilar

#GHVIPDBT11 https://t.co/73DkY6a40P",2023-11-26 23:16:11+00:00,Tweet,soofrito,sofrito (taylor’s version),spain,https://twitter.com/soofrito/status/1728915585202061726,1682,24,77,['GHVIPDBT11'],[],N,Enojo,es
1727784682970894623,esta trola d mierda me hace dar una bronca,2023-11-23 20:22:23+00:00,Tweet,mayttpz,✩,,https://twitter.com/mayttpz/status/1727784682970894623,5871,2,1798,[],[],N,Enojo,es
1729514626214166537,Se arma la bronca 😂😂😂 #GHVIP28N https://t.co/rclupPhLPm,2023-11-28 14:56:34+00:00,Tweet,corazonesver,La traviesa,,https://twitter.com/corazonesver/status/1729514626214166537,32,5,6,['GHVIP28N'],[],N,Enojo,es
1729138657850978641,"toda vez que eu vejo essa imagem eu lembro que no primeiro e único dia que o qRoier brincou que queria divórcio o qCellbit morreu

tudo es bronca y dolor https://t.co/p0EvmvI9nF",2023-11-27 14:02:36+00:00,Tweet,Entrophya_,q!Chini 🍂,vídeo do Felps com o triângulo,https://twitter.com/Entrophya_/status/1729138657850978641,125,4,21,[],[],N,Enojo,pt
1726805977243013552,"pelea sola, yo ya cambié por suerte pero vos tendrías que ir a un psicólogo sacar todos los traumas y esa bronca acumulada, te deseo mucho amor propio porque te falta una banda 🫶🏻",2023-11-21 03:33:22+00:00,Tweet,valefer812,𝒱,,https://twitter.com/valefer812/status/1726805977243013552,4054,3,1784,[],[],N,Enojo,es
1727635491166531909,que bronca que mi humor dependa d el,2023-11-23 10:29:33+00:00,Tweet,miimuuu_,mimuuu_,,https://twitter.com/miimuuu_/status/1727635491166531909,2904,3,610,[],[],N,Enojo,es
1729177942033604655,"quiero prepararme unos teres, abrir un budin y decir ""pero sabes lo q más bronca me da blda"" sin pensar en ninguna materia más dios, basta facultad.",2023-11-27 16:38:42+00:00,Tweet,gabbrjo,גר,,https://twitter.com/gabbrjo/status/1729177942033604655,24121,73,5263,[],[],N,Enojo,es
1727523434756735387,"k bronca los mutis k solo te siguen para tener seguidores y no te interaktuan, malditoz.... https://t.co/Jvs5jQu6pj",2023-11-23 03:04:17+00:00,Tweet,eviocean,Ocean,(Elissa's Version),https://twitter.com/eviocean/status/1727523434756735387,1017,46,192,[],[],N,Enojo,es
1727419239152468399,Momento en que Chaves se atragantó con la bronca. https://t.co/jEzpSW0gWm,2023-11-22 20:10:15+00:00,Tweet,abelchcr,AbelCh.,Costa Rica,https://twitter.com/abelchcr/status/1727419239152468399,183,9,21,[],[],N,Enojo,es
1727446975715348878,Ninguna bronca superará lo que fue esta #OTDirecto22N https://t.co/Wh3wRInLkv,2023-11-22 22:00:28+00:00,Tweet,voymalenelamor,La Ari.🖤🧊,,https://twitter.com/voymalenelamor/status/1727446975715348878,1368,8,136,['OTDirecto22N'],[],N,Enojo,es
1726748122171212116,que bronca que mi personalidad no me permita encarar y decir todo lo que me jode sin vueltas porq siempre que me molesta alguna actitud o algo procedo a ignorar y alejarme 🫠,2023-11-20 23:43:28+00:00,Tweet,CamilArganaraz,ᶜ,"Tucumán, Argentina",https://twitter.com/CamilArganaraz/status/1726748122171212116,393,0,187,[],[],N,Enojo,es
1728225425363497313,"Have you ever tried to search a document but couldn’t remember the right keywords?

Check out this free AI tool.

Upload any PDF and type in a sentence on what you’re looking for.

It'll find the correct information for you, even if you don’t use the right keywords.

It's free 👇",2023-11-25 01:33:44+00:00,Tweet,mattfigdore,Matt Figdore,,https://twitter.com/mattfigdore/status/1728225425363497313,285,0,9,[],[],N,Enojo,en
1726887318035058890,🔴 ÚLTIMA HORA | Primera bronca de lxs concursantes de OT23 https://t.co/nJRo5IZiYp,2023-11-21 08:56:35+00:00,Tweet,aar0nvega,aarón,,https://twitter.com/aar0nvega/status/1726887318035058890,45,1,9,[],[],N,Enojo,es
1726722628248015140,"El 45% estamos así!
Si o no!?
Bronca por los descerebrados que votaron su propia sentencia y que nos arrastraron a todos….
Ignorantes!!

100% a favor de este prócer del tren!!
 https://t.co/nFGFQJsCZZ",2023-11-20 22:02:10+00:00,Tweet,LPeronistas,Los dias felices fueron son y serán Peronistas!,,https://twitter.com/LPeronistas/status/1726722628248015140,1496,212,457,[],[],N,Enojo,es
1727495045748572581,k bronca q contesten cada 2 horas k flayas,2023-11-23 01:11:28+00:00,Tweet,tomilloroon,tomburradestroyerrrr🐊,,https://twitter.com/tomilloroon/status/1727495045748572581,2809,2,691,[],[],N,Enojo,es
1727382764964462615,"Me gusta que hayamos pegamos una lloradita y como todo peronista ya volvimos a la batalla. 
Primero: porque intelectualmente contestamos mejor (con ironías que no entienden) y eso les da bronca. 
Segundo: porque no nos intimidamos. Y además damos la cara. No tenemos cuentas truchas con fotos de otaku.
Que un niño de 12 años que recién ayer vió en el colegio análisis sintáctico de oraciones, me ponga “kuka vas a morir” me da más risa que miedo. 
Tercero: Tenemos pasión. También les falta. Y sabemos que en el fondo desearían ir a una plaza a comerse un chori y cantar al rayo del sol.
Cuarto: Amamos nuestro país, por eso nos volvemos a levantar.",2023-11-22 17:45:19+00:00,Tweet,agustinaozz,AgusOzz ⭐️⭐️⭐️,"Tigre, Argentina",https://twitter.com/agustinaozz/status/1727382764964462615,3008,1447,366,[],[],N,Enojo,es
1728932746884718605,"Círcula desde hace horas, insisto es su bronca dónde y con quién se meten, pero las explicaciones no pedidas... https://t.co/NxBHb2v9fR",2023-11-27 00:24:23+00:00,Tweet,Eco1_LVM,Eco_1_LVM,,https://twitter.com/Eco1_LVM/status/1728932746884718605,2984,124,219,[],[],N,Enojo,es
1728582405777162482,TODO ES BRONCA Y DOLOR TODO ES BRONCA Y DOLOR *agarra a camisa* https://t.co/TCgfMtGIQR,2023-11-26 01:12:15+00:00,Tweet,ellroier,thataᝰ #qsmp,ela/dela • 21y • ⚢︎ ,https://twitter.com/ellroier/status/1728582405777162482,277,3,61,[],[],N,Enojo,es
1729173828029546550,q bronca que lo miren,2023-11-27 16:22:21+00:00,Tweet,briixii_,ɒꙅiɿd,Bahía Blanca ,https://twitter.com/briixii_/status/1729173828029546550,77,1,11,[],[],N,Enojo,es
1729567664064897383,Join the TG channel who provide the most accurate and strong signals. https://t.co/CK0JT2Gvhs,2023-11-28 18:27:19+00:00,Tweet,Jolie08,Jolie,North Carolina,https://twitter.com/Jolie08/status/1729567664064897383,211,3,12,[],[],N,Enojo,en
1727500058323472783,saben que me da mas bronca???  QUE JALAPEÑO ES TREMENDO TEMA SEGURO ROMPIAN TODO EL INTERNET CON ESE TEMA,2023-11-23 01:31:23+00:00,Tweet,ncityoonew,josee,xuxi🤍,https://twitter.com/ncityoonew/status/1727500058323472783,548,13,103,[],[],N,Enojo,es
1729649785915793645,que bronca esa cutegore o no sé como se llamaban,2023-11-28 23:53:38+00:00,Tweet,falopeandomeee,! lola,ar hen tina,https://twitter.com/falopeandomeee/status/1729649785915793645,1,0,1,[],[],N,Enojo,es
1729275135473897625,que bronca ja,2023-11-27 23:04:55+00:00,Tweet,saantigodoyy_,santii,,https://twitter.com/saantigodoyy_/status/1729275135473897625,0,1,6,[],[],N,Enojo,es
1729215667923251275,"Pues hoy nos marginan y rodean en la iglesia, no nos dejan manifestarnos, hoy tenemos bronca. https://t.co/inrdhMEIyv",2023-11-27 19:08:37+00:00,Tweet,catiberic,CATIBERIC🐾🍁,Reino de España,https://twitter.com/catiberic/status/1729215667923251275,106,4,64,[],[],N,Enojo,es
1727376011392700642,q bronca cuando te preguntan che pero q significa tu tatuaje nose hermano solo m gusto el dibujito,2023-11-22 17:18:28+00:00,Tweet,benya2k01,benyit4,"Mendoza, Argentina",https://twitter.com/benya2k01/status/1727376011392700642,2994,3,815,[],[],N,Enojo,es
1727699183656726872,@andromevermore AAAAAAA QUE BRONCA LA UNICA RESPONSABILIDAD LA TIENE T4F https://t.co/4jmPpp8Rf3,2023-11-23 14:42:39+00:00,Tweet,DefencelesXAgus,Aguss (Taylor’s version)|| VI A TAYLOR SWIFT 12/11,She/her,https://twitter.com/DefencelesXAgus/status/1727699183656726872,1160,5,47,[],"[UserRef(id=1337868443882840064, username='andromevermore', displayname='giu ARGENTAYLOR 09/11', _type='snscrape.modules.twitter.UserRef')]",N,Enojo,es
1728916202125402376,"Lpm q bronca todo estoy 
Te arruinan la vida 
Afa de mierda siempre ayudando a los sinas",2023-11-26 23:18:38+00:00,Tweet,EricNewells74,Eric NEWELLS,El Coloso,https://twitter.com/EricNewells74/status/1728916202125402376,183,69,53,[],[],N,Enojo,es
1727395486133313628,Rodrigo Chaves abandona su responsabilidad de combatir crisis de criminalidad - https://t.co/Fib6ixe4IF,2023-11-22 18:35:52+00:00,Tweet,crhoycom,CRHoy.com,Costa Rica,https://twitter.com/crhoycom/status/1727395486133313628,631,136,95,[],[],N,Enojo,es
1729132057899782176,"Taylor swift realmente hizo esto durante cardigan y luego le dio cringe y le agarro bronca a la canción. NO ES MI CULPA HERMANA 

https://t.co/y8H2BQ1AZX",2023-11-27 13:36:22+00:00,Tweet,amirrorball13,Luz 🩵,Parawhy ,https://twitter.com/amirrorball13/status/1729132057899782176,13878,93,916,[],[],N,Enojo,es
1728600097628279168,siempre que tengo un outfit que está re cheto mal no llego a sacarme fotos porq llego tarde a los lugares q bronca https://t.co/cijZbBrOJl,2023-11-26 02:22:33+00:00,Tweet,laramarcel_1,lara˚⋆｡˚•.⭒,minita swiftie,https://twitter.com/laramarcel_1/status/1728600097628279168,40184,13,7573,[],[],N,Enojo,es
1728289972724379821,"Pero porq es tan lindo, me da bronca https://t.co/j5PQDK8ryw",2023-11-25 05:50:14+00:00,Tweet,luu_airbagg,Lu.airbag,"Merlo, Argentina",https://twitter.com/luu_airbagg/status/1728289972724379821,17,0,2,[],[],N,Enojo,es
1729153074306945264,"Why Wait Until The New Year To Start Your LLC or Corp? The Time Is Right Now, With So Many Benefits To Ownership. 

-Takes Minutes To Create
-Easy And Affordable 
-Non U.S Residents Welcome 
-No SSN Required",2023-11-27 14:59:53+00:00,Tweet,BizAnyio,BusinessAnywhere,"Cheyenne, WY",https://twitter.com/BizAnyio/status/1729153074306945264,201,0,12,[],[],N,Enojo,en
1729101897305555057,"Contexto: 
Michael esta de bronca con Naomi ( no se por que, 🙏llegue tarde) y se queja de que Albert no lo defienda. #GHVIP27N https://t.co/L1gRmP1ZcQ",2023-11-27 11:36:32+00:00,Tweet,Pepa_phi,Pepa phi ºoº🐽🧡🍊🧡,España,https://twitter.com/Pepa_phi/status/1729101897305555057,93,0,12,['GHVIP27N'],[],N,Enojo,es
1727411259509997955,"Babe, are you ok? You’ve barely touched your Bronca",2023-11-22 19:38:32+00:00,Tweet,aloquesada,Alo Quesada,Costa Rica,https://twitter.com/aloquesada/status/1727411259509997955,1281,0,152,[],[],N,Enojo,en
1727436487875297368,"me como la bronca de abril 2022
                             vs
me como la bronca de noviembre 2023 https://t.co/32MKAP7byy",2023-11-22 21:18:47+00:00,Tweet,Kakaisho,Kki,Costa Rica,https://twitter.com/Kakaisho/status/1727436487875297368,61,3,15,[],[],N,Enojo,es
1728222058214281610,a veces me da bronca que juegue tan bien https://t.co/aIiwhJVapm,2023-11-25 01:20:22+00:00,Tweet,sunsetsprn,mila¹¹⁰ 🧪,conter   22,https://twitter.com/sunsetsprn/status/1728222058214281610,636,4,27,[],[],N,Enojo,es
1727148629293715772,q bronca cuando t dejan d seguir y no t eliminan,2023-11-22 02:14:56+00:00,Tweet,_piiilar_,ppilar,,https://twitter.com/_piiilar_/status/1727148629293715772,85,0,39,[],[],N,Enojo,es
1727616599400857838,"Get Your GPT-4 Turbo Access with Monica!

Brainstorming? Check. Research? You got it! Writing emails and reports? No problem! Code? Easy peasy! Math problems? Solved! 
Get an assistant without the coffee run - try us today!",2023-11-23 09:14:29+00:00,Tweet,hey_im_monica,Monica_IM,,https://twitter.com/hey_im_monica/status/1727616599400857838,1735,129,73,[],[],N,Enojo,en
1728532975619301713,Bronca da Isa pra vocês chatos do caralho que ficam querendo dar opinião sobre tudo e que a Terra gira em torno de vocês https://t.co/sLjRwmRtsW,2023-11-25 21:55:50+00:00,Tweet,adri_geanlira,Dri is mom of empanada and teaduo stan,,https://twitter.com/adri_geanlira/status/1728532975619301713,200,3,48,[],[],N,Enojo,pt
1729012020102742109,q bronca m da saber q yo soy tan buena amiga y q nunca voy a recibir el mismo trato jajajajajaja ni ahi con ninguna yaa,2023-11-27 05:39:23+00:00,Tweet,martuespindola4,la tinita,,https://twitter.com/martuespindola4/status/1729012020102742109,1200,0,606,[],[],N,Enojo,es
1729626213981819303,"Hoy he echado la mayor bronca que recuerde de mis años de profesor. Hace un tiempo, cada vez que tenía que levantar la voz, cada vez que tenía que recriminar duramente a algún alumno o a la clase entera, el principal afectado solía ser yo mismo. Me temblaba el cuerpo, me temblaba la voz y siempre, siempre, de vuelta a casa me arrepentía de haber llegado a ese extremo de violencia verbal. Me he curtido con los años: hoy he sentido solo un poco de temblor en la voz, apenas en el cuerpo y no ha habido ni un solo atisbo de arrepentimiento en el coche. Hay situaciones que son insostenibles, momentos que exasperan, sobre todo porque son el producto de un sistema viciado e inabordable que considera que 22 personas deben perder su derecho a recibir una educación en clase para que tres conserven su derecho a dinamitarla. Mi hermana, que es maestra de primaria, me dijo el otro día que no me quejara demasiado de mis alumnos actuales porque los que van a llegar los harán buenos. Y, visto lo visto, me lo creo a pies juntillas. Todavía no ha llegado ese momento en que me cuestione si compensa o no seguir en esta profesión, pero hoy sí que me he planteado, por primera vez, que tal vez llegue finalmente ese día en que me lo cuestione. O cambian mucho las cosas, o de verdad nos comprometemos con la educación de nuestros hijos y hacemos que nuestros hijos se comprometan con su educación, o amanecerá el día en que ya no merecerá la pena ni enfadarse.",2023-11-28 22:19:58+00:00,Tweet,profsecundario,Profesor secundario,"Comunidad Valenciana, España",https://twitter.com/profsecundario/status/1729626213981819303,276,35,82,[],[],N,Enojo,es
1726950019440472518,"tengo una bronca, increíblemente bambino sin hacer nada ya tiene el mundo a sus pies, vivi enfrentó al kakas, a echo mejor las cosas, pero no se le mide igual, ella es la traidora, ella es la lame botas, no bambino, dígan no más que les encanta succionar porongas. 
The man.",2023-11-21 13:05:44+00:00,Tweet,txrekll,𝐍𝐀𝐓𝐇𝐀𝐍 (𝒗𝒊𝒗𝒊'𝒔 𝒗𝒆𝒓𝒔𝒊𝒐𝒏),Verona ,https://twitter.com/txrekll/status/1726950019440472518,196,3,28,[],[],N,Enojo,es
1729112133634334792,"🏕️🔥The 50CAL Speaker
320Watts 
up to 78hr battery
340ft Bluetooth range
Guitar input
USB C+A charge ports to charge your devices in the wild
100+ reviews scoring ★★★★★

Shop now: https://t.co/yAh7bSsZwd

#AmmoCanSpeaker #bluetoothspeaker #outdoors #adventure #tacticool",2023-11-27 12:17:12+00:00,Tweet,Iconicspeakerss,Iconicspeaker,,https://twitter.com/Iconicspeakerss/status/1729112133634334792,132,14,16,"['AmmoCanSpeaker', 'bluetoothspeaker', 'outdoors', 'adventure', 'tacticool']",[],N,Enojo,en
1727130300885446762,No entiendo cuál será la bronca de los brasileros contra los Argentinos... https://t.co/w2bpWPBtwX,2023-11-22 01:02:06+00:00,Tweet,MRojacing,Mathias Rojalish🃏,Racing club ,https://twitter.com/MRojacing/status/1727130300885446762,6110,2,800,[],[],N,Enojo,es
1727127582603350499,De algún lado debe venir la bronca. https://t.co/x9qYrO7V80,2023-11-22 00:51:18+00:00,Tweet,ferchudimu,azul y lloro.,"Mendoza, Argentina",https://twitter.com/ferchudimu/status/1727127582603350499,457,0,75,[],[],N,Enojo,es
1729381355593810187,"LO DE LA TÍA @apereira5 Y LA MADAME @AurelieKaci FUE LA REPRESENTACIÓN MÁS GRANDE AL AFICIONADO EN LOS ÚLTIMOS TORNEOS, DESDE DESCARGAR LA BRONCA DE PERDER PARTIDOS GANABLES A TERMINAR TRISTE POR LA FINAL.

SE VAYAN O NO, GRACIAS POR SENTIR ESTOS COLORES, LAS QUIERO UN CHING0. https://t.co/dhyJ5Wokq7",2023-11-28 06:07:00+00:00,Tweet,jecy85,JEYCY💙💛👉🦅👈🇲🇽,,https://twitter.com/jecy85/status/1729381355593810187,469,5,30,[],"[UserRef(id=406352588, username='apereira5', displayname='Andrea Pereira', _type='snscrape.modules.twitter.UserRef'), UserRef(id=880386647204016131, username='AurelieKaci', displayname='Aurélie KACI', _type='snscrape.modules.twitter.UserRef')]",N,Enojo,es
1727480967869198705,"Que se termine este año de mierda, por favor. DOS MINUTOS HERMANO DOS MINUTOS, la concha de tu madre. Que bronca.",2023-11-23 00:15:32+00:00,Tweet,Boninimatias,Matias Ezequiel,Segurola y Habana 4310,https://twitter.com/Boninimatias/status/1727480967869198705,617,2,156,[],[],N,Enojo,es
1729333776923103436,"miren a mi lo que me da bronca es que desprecien el contenido que c hace actualmente, cuando él ha dicho incontables veces que le gusta y lo disfruta muchísimo",2023-11-28 02:57:56+00:00,Tweet,monfleurrrr,ann,colombia / ella / 22,https://twitter.com/monfleurrrr/status/1729333776923103436,837,10,43,[],[],N,Enojo,es
1728853068706615767,"Cuando pasan estas cosas, varias que cuentan con gran cantidad de seguidores se pasan bien por el orto y no suben un puto #. Pero claro, para hablar sobre cual de los pibes tiene la chota más grande, ahí las tenés primeras, que bronca dios. Usen los # chicas por favor, y perdonen",2023-11-26 19:07:46+00:00,Tweet,mavi_hyunee,mavi 樂★ || au minsung,She 21 | Only Stay | Ot8 🇦🇷,https://twitter.com/mavi_hyunee/status/1728853068706615767,349,74,98,[],[],N,Enojo,es
1728234230218653696,"sin envidia, sin bronca, sin nada💙 todo esto es una etapa pasajera🫶🏻 https://t.co/2EYvsKlAd9",2023-11-25 02:08:44+00:00,Tweet,PizzoniaAzul,𝓐𝔃𝓾𝓵,,https://twitter.com/PizzoniaAzul/status/1728234230218653696,44,0,5,[],[],N,Enojo,es
1727280812431929706,Hilo de quienes te pedían que no votes con bronca. Como la del cura Francisco Oliveira que predica la palabra del señor Juan Perón antes que otra cosa. https://t.co/qbdseaSEMK,2023-11-22 11:00:11+00:00,Tweet,diecou,Diecou ⭐️⭐️⭐️,,https://twitter.com/diecou/status/1727280812431929706,1682,60,439,[],[],N,Enojo,es
1727346696760266938,"Que indignación hermano, que bronca.

Ni olvido ni perdón con estas basuras.",2023-11-22 15:21:59+00:00,Tweet,jpeseteiroDT,Peseteiro,,https://twitter.com/jpeseteiroDT/status/1727346696760266938,1899,100,315,[],[],N,Enojo,es
1729244705659965791,"Los venezolanos votan a Milei, nunca lo vi... 
Ahora, por qué no van a Inglaterra así sube la inflación, drapies, donde van sube todo los venezolanos... Vienen de Venezuela acá, se arruina. Ahora vayan a Inglaterra que le tenemos bronca... @emicoroniti https://t.co/WuNwmNQzlj",2023-11-27 21:04:00+00:00,Tweet,1diasinbardoclp,undiasinbardoclips,,https://twitter.com/1diasinbardoclp/status/1729244705659965791,75,7,11,[],"[UserRef(id=2777308146, username='emicoroniti', displayname='Emiliano Coroniti', _type='snscrape.modules.twitter.UserRef')]",N,Enojo,es
1729084895941800425,"obro la porta de classe… veig que tothom m’està mirant…

he entrat tard durant una bronca del profe sobre fer tard a classe",2023-11-27 10:28:58+00:00,Tweet,irene_265,irene :),"Lleida, Catalunya",https://twitter.com/irene_265/status/1729084895941800425,1419,7,14,[],[],N,Enojo,ca
1726980724853760509,no puedo dejar de estar enojada por las elecciones es como q me calmo y a las dos horas estoy PERO SABES QUÉ ES LO QUE MAS BRONCA ME DA,2023-11-21 15:07:45+00:00,Tweet,trumancande,candela 🪩,,https://twitter.com/trumancande/status/1726980724853760509,17409,18,2826,[],[],N,Enojo,es
1727132069099458691,"PERO SABEN LO QUE MÁS BRONCA ME DA? Que seokjin va a estar solo hasta que salga hobi 
https://t.co/g0I4R28m1W",2023-11-22 01:09:08+00:00,Tweet,Tearmintyoongi,Mentita,Argentina,https://twitter.com/Tearmintyoongi/status/1727132069099458691,201,5,23,[],[],N,Enojo,es
1728945416119423367,"If you've ever wished you could ask your textbook questions, this is for you. 

This AI tool is like ChatGPT for students. 

Just upload any PDF book and ask a question. It will give you an answer with page citations in seconds. 

The best part? It's free.",2023-11-27 01:14:44+00:00,Tweet,coralaisupport,Coral AI,,https://twitter.com/coralaisupport/status/1728945416119423367,161,0,14,[],[],N,Enojo,en
1727443602064761259,Ni con la mamá se comió la bronca.🫠 https://t.co/Sp08OtakG8,2023-11-22 21:47:03+00:00,Tweet,Kakaisho,Kki,Costa Rica,https://twitter.com/Kakaisho/status/1727443602064761259,28,2,3,[],[],N,Enojo,es
1729637212529070119,e qnd ela meio q deu um bronca na gnt... https://t.co/EUJZFtEVUR,2023-11-28 23:03:41+00:00,Tweet,BloodlineNasty,⋆ pedro ☾ ♪,ǝʌɐ uooɯʎǝuoɥ,https://twitter.com/BloodlineNasty/status/1729637212529070119,12,0,1,[],[],N,Enojo,pt
1729490501538103449,"me dá una pena y una bronca que salgan a bardear a los pibes después de haber hecho tremendo mundial, quiero abrazarlos y que no lean nada de las pelotudeces que les dicen",2023-11-28 13:20:42+00:00,Tweet,micaxarg,mica,,https://twitter.com/micaxarg/status/1729490501538103449,60,1,12,[],[],N,Enojo,es
1727170106822660290,OLIVER SONNE  TIRÓ LA CAMISETA DE PURA BRONCA AL VER QUE NO VA A JUGAR LA PTMRE REYNOSO ESTO YA ES PERSONAL,2023-11-22 03:40:17+00:00,Tweet,Gonza_Miranda95,Gonzalo Miranda,"Rimac, Peru",https://twitter.com/Gonza_Miranda95/status/1727170106822660290,1387,66,116,[],[],N,Enojo,es
1728089277383213303,"me salí de casa con una bronca 
ya no aguanto los problemas de ira de mi vieja https://t.co/HKmtl8q18t",2023-11-24 16:32:44+00:00,Tweet,kmirasbld,nol está llorando,07 line | ed n obslove,https://twitter.com/kmirasbld/status/1728089277383213303,88,2,11,[],[],N,Enojo,es
1726803250970796094,PERO SABES LO QUE MAS BRONCA ME DA #BuenosChicos https://t.co/hQhOZCqZep,2023-11-21 03:22:32+00:00,Tweet,iforemevani,iara,,https://twitter.com/iforemevani/status/1726803250970796094,70,0,9,['BuenosChicos'],[],N,Enojo,es
1727113693220004081,"pelea sola, deberías de ir a un psicólogo a sacar todos los traumas y esa bronca acumulada, te deseo mucho amor propio porque sé que te falta 🫶🏻",2023-11-21 23:56:07+00:00,Tweet,agostinalopz2,agostina,,https://twitter.com/agostinalopz2/status/1727113693220004081,40,1,8,[],[],N,Enojo,es
1728829159869501599,"EBF Day in the Word - November 26, 2023 https://t.co/ptPP1C6RWD https://t.co/nIE39byg09",2023-11-26 17:32:46+00:00,Tweet,EBF2033,eBibleFellowship - NewOpenForum.org,,https://twitter.com/EBF2033/status/1728829159869501599,647,34,36,[],[],N,Enojo,en
1728037899155730894,"@CarlosMaslaton Che porque Maslaton le tiene tanta bronca a Caputo?
Ah cierto que hace unos años lo orinó intensamente https://t.co/X8NvBAlC7i",2023-11-24 13:08:35+00:00,Tweet,ElFamosoRP,El Famoso River (del 56%),El Monumental,https://twitter.com/ElFamosoRP/status/1728037899155730894,268,25,47,[],"[UserRef(id=20856420, username='CarlosMaslaton', displayname='Carlos Maslatón', _type='snscrape.modules.twitter.UserRef')]",N,Enojo,es
1728606843637792916,que bronca q no contesten los tiktoks,2023-11-26 02:49:22+00:00,Tweet,mmmaaaaaaii,mmai,"Villa Allende, Argentina",https://twitter.com/mmmaaaaaaii/status/1728606843637792916,17,4,5,[],[],N,Enojo,es
1728977112244330825,q bronca cuando no te dan fb quien sos amiga taylor swift,2023-11-27 03:20:41+00:00,Tweet,illicitfolks,sabri 9/11,16 ,https://twitter.com/illicitfolks/status/1728977112244330825,90,0,16,[],[],N,Enojo,es
1727816897159446913,Cuando te sale la estirpe rabiosa. (Alvarito Jr. en bronca contra Semilla.) https://t.co/LhFaDvS4bi,2023-11-23 22:30:24+00:00,Tweet,pacorodas_gua,Investigador Privado,Guatemala,https://twitter.com/pacorodas_gua/status/1727816897159446913,20,2,6,[],[],N,Enojo,es
