Titulo,Contenido,Fecha,Fuente,Categoria,Autor,Link,Clasificacion,Narrativa
1728475948574453944,"#magaliberdah et ses placements de produits...
Site sans mentions légales, sans cgv
Bref, celle qui avait la prétention de réguler l'influence, signe et persiste dans le jemenfoutisme 
@StephaneVojetta @ArthurDelaporte @BrunoLeMaire https://t.co/BIaWxBxujX",2023-11-25 18:09:14+00:00,https://twitter.com/GILPAT11/status/1728475948574453944,Tweet,GILPAT11,https://twitter.com/GILPAT11/status/1728475948574453944,Tweet,
1728777879390204042,"#ATOM cuts max inflation to 10%. The result? 

Price pumps 10% in 24h. 

Now imagine when #Bitcoin inflation falls to 0... 

People underestimate the fundamentals. 

Fix supply vs infinite demand.  🚀 https://t.co/bBqMM4Gzsg",2023-11-26 14:09:00+00:00,https://twitter.com/DU09BTC/status/1728777879390204042,Tweet,DU09BTC,https://twitter.com/DU09BTC/status/1728777879390204042,Tweet,
1728779740348031294,"Hey, @washingtonpost, real wages today are where they were in 2015, meaning Americans’ paychecks don’t go any further now than they did back then. Wake up.

The McDonald’s order that explains inflation, economy anger at Biden - The Washington Post https://t.co/mvW5v39zib",2023-11-26 14:16:23+00:00,https://twitter.com/IngrahamAngle/status/1728779740348031294,Tweet,IngrahamAngle,https://twitter.com/IngrahamAngle/status/1728779740348031294,Tweet,
1728696143746621544,"Ghanaians are going through tough times

Struggling to make ends meet because 2,000 cedis which was considered an okay salary can’t do anything due to inflation and there are a lot earning less than that monthly

Our politicians too make busy dey fanfool while they steal. Ehard",2023-11-26 08:44:12+00:00,https://twitter.com/KayPoissonOne/status/1728696143746621544,Tweet,KayPoissonOne,https://twitter.com/KayPoissonOne/status/1728696143746621544,Tweet,
1728702154712690929,"Laura Trott; Inflation is now down, we have turned a corner &amp; that's why we can take steps to bring the tax burden down

#TrevorPhillips: But you're not bringing the tax burden down... we're now at the highest tax burden since 1948, that's before I was born... 

#bbclaurak https://t.co/ckmlFWy1p8",2023-11-26 09:08:06+00:00,https://twitter.com/Haggis_UK/status/1728702154712690929,Tweet,Haggis_UK,https://twitter.com/Haggis_UK/status/1728702154712690929,Tweet,
1728445534699233783,As inflation fell again in October a reminder that every single republican in Congress voted against lowering inflation. https://t.co/5evTnFJcfH,2023-11-25 16:08:23+00:00,https://twitter.com/BillPascrell/status/1728445534699233783,Tweet,BillPascrell,https://twitter.com/BillPascrell/status/1728445534699233783,Tweet,
1728448109792125414,"Msian economy in 1 year under Anwar:

Private consumption +4.6%
Private investment +4.5%
Public consumption +5.8%
Public investment +7.5%

Inflation dropped from 4% (Nov2023) to 1.9% (Sep2023)

FDI +4%, surpassing entire 2022 in just 10 mths. 

Wages: Nominal +3.4%; Real +1.4% https://t.co/PfkW6sxTzL",2023-11-25 16:18:37+00:00,https://twitter.com/Joshuawsz/status/1728448109792125414,Tweet,Joshuawsz,https://twitter.com/Joshuawsz/status/1728448109792125414,Tweet,
1728401413641027765,"Mackenzie Moan, a health care worker from Pennsylvania, sobbed as she explained she &amp; her husband made decent salaries &amp; didn't live above their means, yet they hardly had enough money to get by

Sorry, but Ukraine &amp; illegals need your money and food more than you do

#inflation https://t.co/R287F98rvS",2023-11-25 13:13:03+00:00,https://twitter.com/RonK3l/status/1728401413641027765,Tweet,RonK3l,https://twitter.com/RonK3l/status/1728401413641027765,Tweet,
1728732531036721477,Cook sends me a bill for Stew and vegetable soup for this week. A stark reminder that Food inflation in Lagos is higher than the Nation. 😫 All eyes on the @cenbank and their inflation targeting going forward #food #inflation #costofliving https://t.co/aKlilKQN3W,2023-11-26 11:08:48+00:00,https://twitter.com/Rotankwot/status/1728732531036721477,Tweet,Rotankwot,https://twitter.com/Rotankwot/status/1728732531036721477,Tweet,
1728222779672285422,"Fun Fact: The White House never attempted to ban gas stoves. Americans who choose to switch from gas to electric could receive an $840 rebate because congress passed the Inflation Reduction Act.

Because MAGAs can't read, they believed the lie Fox News told them.",2023-11-25 01:23:14+00:00,https://twitter.com/acnewsitics/status/1728222779672285422,Tweet,acnewsitics,https://twitter.com/acnewsitics/status/1728222779672285422,Tweet,
1728744918850359519,"Big stores aren’t hiring part time holiday employees because, inflation is causing people to cut back on spending.",2023-11-26 11:58:01+00:00,https://twitter.com/billysandytodd/status/1728744918850359519,Tweet,billysandytodd,https://twitter.com/billysandytodd/status/1728744918850359519,Tweet,
1728618406071452005,"You can't eat 70"" inch flat-screens folks. https://t.co/UknQWWonaB",2023-11-26 03:35:18+00:00,https://twitter.com/CheeseheadBrian/status/1728618406071452005,Tweet,CheeseheadBrian,https://twitter.com/CheeseheadBrian/status/1728618406071452005,Tweet,
1728747821296189907,"Inflation is 100% man-made (Government-Made) designed to keep you broke because people with expendable cash have power and that’s the thing a corrupt government fears most! 

🖕🏼the government!",2023-11-26 12:09:33+00:00,https://twitter.com/WizChadwick2/status/1728747821296189907,Tweet,WizChadwick2,https://twitter.com/WizChadwick2/status/1728747821296189907,Tweet,
1728755036291739875,"Según Petro, SEMANA miente sobre su % de favorabilidad, lo deprestigia con datos falsos, que el desempleo, la desnutrición y la inflación bajan, pero llega su propio min hacienda y anuncia peligro de recesión por PIB en -0.3% como nunca antes y le da la razón a @RevistaSemana. https://t.co/y5wVcrvp7s",2023-11-26 12:38:14+00:00,https://twitter.com/vahiaa/status/1728755036291739875,Tweet,vahiaa,https://twitter.com/vahiaa/status/1728755036291739875,Tweet,
1728769619316379857,UNBELIEVABLE! California Governor Gavin Newsom Claims Conservatives Push False Inflation Narrative😡https://t.co/s0hVqRbxD9,2023-11-26 13:36:10+00:00,https://twitter.com/Ikennect/status/1728769619316379857,Tweet,Ikennect,https://twitter.com/Ikennect/status/1728769619316379857,Tweet,
1728770199661527059,"The normies are tuning in. I was at a family event yesterday and a cousin that I see infrequently brought up a Facebook post I made about bitcoin in 2013 -- she broached the entire subject, not me.

USD inflation is a powerful advertising campaign for the orange coin.",2023-11-26 13:38:29+00:00,https://twitter.com/SeedSigner/status/1728770199661527059,Tweet,SeedSigner,https://twitter.com/SeedSigner/status/1728770199661527059,Tweet,
1728610828084031998,"My 18 year old will get to vote for his 1st time in 2024. His vote, his dad’s, and mine will ALL go to @realDonaldTrump. Heck, our entire extended family is voting for President Trump. We are all wide awake and incredibly intelligent. We love FREEDOM, cheap gas, inflation on the decline, morality and of course, Jesus, Guns, and Babies.",2023-11-26 03:05:12+00:00,https://twitter.com/KandissTaylor/status/1728610828084031998,Tweet,KandissTaylor,https://twitter.com/KandissTaylor/status/1728610828084031998,Tweet,
1728682192577180015,"Does anyone else think when Labor refers to First Nation Peoples that they think the rest of us are Second Nations People? Is this why they aren't doing anything to prevent an increase in inflation,  rates, energy prices, and 3rd world immigration?",2023-11-26 07:48:46+00:00,https://twitter.com/Pubtest14/status/1728682192577180015,Tweet,Pubtest14,https://twitter.com/Pubtest14/status/1728682192577180015,Tweet,
1728728099427409993,"There you have it folks, price gouging,  not inflation. 
🌊🐉💙🌻 https://t.co/d2z7c6NFLF",2023-11-26 10:51:11+00:00,https://twitter.com/Jaspercatrules/status/1728728099427409993,Tweet,Jaspercatrules,https://twitter.com/Jaspercatrules/status/1728728099427409993,Tweet,
1728706247468400786,"Inflation all time low in history of pakistan

#کام_گواہی_دیتا_ہے https://t.co/OtbPk2AiDT",2023-11-26 09:24:21+00:00,https://twitter.com/Gilljawad/status/1728706247468400786,Tweet,Gilljawad,https://twitter.com/Gilljawad/status/1728706247468400786,Tweet,
1728757558129971671,"Gold is steadily approaching the $2000 threshold, primarily driven by:

- USD declining
- Yields falling
- Dual geopolitic conflict (Ukraine & Middle East)

Moreover, Gold has 3 key secular forces that make it attractive for the long-term:

- Rising US government debt
- Inflation unpredictability
- Economic volatility

At Game of Trades, we track these factors using quantitative frameworks and provide a weekly update on Gold as part of our Asset Ratings product

Black Friday is our best deal of the year

Join our family and get 40% off your membership + a FREE 7-day trial

Don't miss out on this opportunity!",2023-11-26 12:48:15+00:00,https://twitter.com/GameofTrades_/status/1728757558129971671,Tweet,GameofTrades_,https://twitter.com/GameofTrades_/status/1728757558129971671,Tweet,
1728766041478832526,"The Tories have changed tack to put boat people off coming here, advertising:-
1. High inflation. 
2. High taxation 
3. Sewage in rivers and beaches 
4. No housing 
5. NHS waiting lists
6. Crumbling schools 
7. Suella Braverman https://t.co/eOEwazaF0I",2023-11-26 13:21:57+00:00,https://twitter.com/lesmartin7/status/1728766041478832526,Tweet,lesmartin7,https://twitter.com/lesmartin7/status/1728766041478832526,Tweet,
1728416918829478294,"#bitcoin is freedom from:
- War
- Inflation
- A 9-5 job
- Central Banks
- Climate Change
- Bailouts of banks",2023-11-25 14:14:40+00:00,https://twitter.com/BTC_for_Freedom/status/1728416918829478294,Tweet,BTC_for_Freedom,https://twitter.com/BTC_for_Freedom/status/1728416918829478294,Tweet,
1728424932345061438,Inflation 😂 https://t.co/UnVANLef91,2023-11-25 14:46:31+00:00,https://twitter.com/marcfriedrich7/status/1728424932345061438,Tweet,marcfriedrich7,https://twitter.com/marcfriedrich7/status/1728424932345061438,Tweet,
1728610072136196588,"Men, you MUST provide for your household.

No ifs, ands, or buts.

Don’t blame the economy, don’t blame inflation, don’t blame your high school teachers.

Learn new skills, increase your income, and be smart with your finances.

Lastly, study #Bitcoin https://t.co/umYDYFGw0G",2023-11-26 03:02:11+00:00,https://twitter.com/MitchellHODL/status/1728610072136196588,Tweet,MitchellHODL,https://twitter.com/MitchellHODL/status/1728610072136196588,Tweet,
1728599069918900351,"Inflation has been 3.2% or higher all year, so the net in real terms is negative.",2023-11-26 02:18:28+00:00,https://twitter.com/RJRCapital/status/1728599069918900351,Tweet,RJRCapital,https://twitter.com/RJRCapital/status/1728599069918900351,Tweet,
1728594424870195563,"US BLACK FRIDAY SALES RISE 2.5% -MASTERCARD SPENDINGPULSE (Reuters)

Mastercard Spending pulse said on Saturday that U.S. retail sales on Black Friday rose 2.5% year-over-year excluding automotive sales, not adjusted for inflation. https://t.co/CTnTv6IlVo",2023-11-26 02:00:01+00:00,https://twitter.com/Fxhedgers/status/1728594424870195563,Tweet,Fxhedgers,https://twitter.com/Fxhedgers/status/1728594424870195563,Tweet,
1728519681236177234,"Proposal #848 is approved ✅

The max inflation parameter will be reduced from 20% to 10%, bringing ATOM’s current inflation rate to 10%.

This decision comes with the highest turnout in Cosmos Hub history: 72.7% https://t.co/03MPSsUsmx",2023-11-25 21:03:01+00:00,https://twitter.com/cosmoshub/status/1728519681236177234,Tweet,cosmoshub,https://twitter.com/cosmoshub/status/1728519681236177234,Tweet,
1728776024325013783,"Bhagat Singh Jan Adhikar Yatra
Phase 2

10th December 2023 — 3rd March 2024

Against #unemployment, #inflation, #CORRUPTION, #Communalism and #Exploitation of the common working masses!

For #Employment, #education, #healthcare, #housing, #Unity and #Solidarity of people! https://t.co/h2Ojk3AFvE",2023-11-26 14:01:37+00:00,https://twitter.com/bsjayatra/status/1728776024325013783,Tweet,bsjayatra,https://twitter.com/bsjayatra/status/1728776024325013783,Tweet,
1728605341867483171,"BREAKING: President Biden to travel to Lauren Boebert's district on Wednesday to visit CS Wind to tout new jobs created as a result of the Inflation Reduction Act, which Boebert opposed and called a ""massive failure."" https://t.co/5FFcD1Siy1",2023-11-26 02:43:24+00:00,https://twitter.com/MeidasTouch/status/1728605341867483171,Tweet,MeidasTouch,https://twitter.com/MeidasTouch/status/1728605341867483171,Tweet,
1728404104546848832,"Central banks exist to create inflation. As much as the people will tolerate. 

What happens when that process goes runaway?

This week, we revisit the Weimar hyperinflation. 

The food shortages, the families selling off heirlooms, the gangs roving the countryside beating up farmers.",2023-11-25 13:23:45+00:00,https://twitter.com/profstonge/status/1728404104546848832,Tweet,profstonge,https://twitter.com/profstonge/status/1728404104546848832,Tweet,
1728755584009109584,"🇵🇸🇮🇱
Leading the people is harder than following them. Regardless of what most of the narrow minded patriots may say, we've:
- Inflation issues
- Lack of workers
- Low in production
It's given to wise politicians to implement what is best for their country. Master human resources https://t.co/93udFFbWvL",2023-11-26 12:40:24+00:00,https://twitter.com/PDTprincenews/status/1728755584009109584,Tweet,PDTprincenews,https://twitter.com/PDTprincenews/status/1728755584009109584,Tweet,
1727913610863599941,"You want to seize my accounts? 
-No, you can't. 

You don't want me to purchase something? 
-I'll do it anyway. 

You want to erode my wealth through inflation? 
-Not possible. 

#Bitcoin serves as a form of autonomous property.

It has, 

no rulers, 
no partners,
no roadmap.
no pre-mine,
no legal team,
no VC backing,
no fancy offices,
no governance token,
no charismatic leader,
no funded foundation,

Did you think the greatest wealth transfer in history was going to be a smooth process?",2023-11-24 04:54:42+00:00,https://twitter.com/MDBitcoin/status/1727913610863599941,Tweet,MDBitcoin,https://twitter.com/MDBitcoin/status/1727913610863599941,Tweet,
1728693976860143856,I don't understand  how democrats can say with a straight face that this Bidenomics/inflation/recession is great and that we are doing better as a country now  than we were under Trump.   What parallel universe  are they living in ? 🙄🤦‍♀️,2023-11-26 08:35:36+00:00,https://twitter.com/Ames2420/status/1728693976860143856,Tweet,Ames2420,https://twitter.com/Ames2420/status/1728693976860143856,Tweet,
1728750012014747948,"Que Bruno Le Maire se secoue les puces, lui !

En un an, les salariés ont perdu 2 % de pouvoir d'achat. Et s’il ne veut pas indexer les salaires sur l’inflation, qu’il le fasse sur les dividendes : + 13 % ! https://t.co/F9JyBkLtOt",2023-11-26 12:18:16+00:00,https://twitter.com/Francois_Ruffin/status/1728750012014747948,Tweet,Francois_Ruffin,https://twitter.com/Francois_Ruffin/status/1728750012014747948,Tweet,
1728704764622545235,"Argentina's President @JMilei talks about how printing more money affects us all. 

""Inflation is like economic difficulty,"" he says.  

When politicians get money first, they spend it, and prices go up. 

Those who get money last end up losing. 

So, even if you get a raise, it might not make you richer. 

#Bitcoin is an escape and it is inevitable! 🔥",2023-11-26 09:18:28+00:00,https://twitter.com/moneygurusumit/status/1728704764622545235,Tweet,moneygurusumit,https://twitter.com/moneygurusumit/status/1728704764622545235,Tweet,
1728656747542491542,"Inflation - out of control
Interest rates - up
Energy management - out of control and a shambles
Real change of household disposable income - down 5.2 - the worst of any OECD Country
Border Protection and handling of illegal entry - costing millions of dollars https://t.co/g9oP5jPk72",2023-11-26 06:07:40+00:00,https://twitter.com/MrsS2023/status/1728656747542491542,Tweet,MrsS2023,https://twitter.com/MrsS2023/status/1728656747542491542,Tweet,
1728750793577087233,Cause for concern: The Biden team is 'working with social media platforms to counter misinformation.' This time it seeks to 'counter' reports that food and other items cost a lot after Biden-era inflation. From WP: https://t.co/Zsx8ztHCn6,2023-11-26 12:21:22+00:00,https://twitter.com/ByronYork/status/1728750793577087233,Tweet,ByronYork,https://twitter.com/ByronYork/status/1728750793577087233,Tweet,
1728525803691147394,"$ATOM inflation is now cut in half. 

And the crowd goes mild. https://t.co/IABqPYTTml",2023-11-25 21:27:20+00:00,https://twitter.com/c3drikNarwhal/status/1728525803691147394,Tweet,c3drikNarwhal,https://twitter.com/c3drikNarwhal/status/1728525803691147394,Tweet,
1728650031685587153,"Don't stop earning
Inflation everywhere",2023-11-26 05:40:58+00:00,https://twitter.com/Ambroseonx/status/1728650031685587153,Tweet,Ambroseonx,https://twitter.com/Ambroseonx/status/1728650031685587153,Tweet,
1728779669623767403,"We are running a revolutionary program which will benefit the people and not the elite. There is no political party against us. We will fight with Poverty, inflation and unemployment together. @BBhuttoZardari @AseefaBZ @sharjeelinam https://t.co/5kFFAS12ul",2023-11-26 14:16:07+00:00,https://twitter.com/Rameez_kaleri/status/1728779669623767403,Tweet,Rameez_kaleri,https://twitter.com/Rameez_kaleri/status/1728779669623767403,Tweet,
1728070165818937831,"Inflation is a Crime Against Humanity
End The Fed #Bitcoin",2023-11-24 15:16:48+00:00,https://twitter.com/BenJustman/status/1728070165818937831,Tweet,BenJustman,https://twitter.com/BenJustman/status/1728070165818937831,Tweet,
1728531903693672682,"ATOM inflation max halving ✅

ATOM inflation min removal 🔜

ATOM inflation change param 🔜",2023-11-25 21:51:35+00:00,https://twitter.com/Cryptocito/status/1728531903693672682,Tweet,Cryptocito,https://twitter.com/Cryptocito/status/1728531903693672682,Tweet,
1728710820316500388,"Tories take an extra £4 in tax since 2021 then give £1 back

Laura Trott from the treasury must think we’re a bit simple

Don’t worry though because she managed to mention halving inflation &amp; how much worse it would be with Labour 🤦‍♀️

#bbclaurak #ToryGaslighting https://t.co/YdjghP2pOA",2023-11-26 09:42:32+00:00,https://twitter.com/hewitson10/status/1728710820316500388,Tweet,hewitson10,https://twitter.com/hewitson10/status/1728710820316500388,Tweet,
1728667676179132874,"all these tweets today from Biden and rest of the administration saying how great wages are, jobs are, inflation is are no coincidence ...it is called PANIC, and also called lies",2023-11-26 06:51:05+00:00,https://twitter.com/Kim_4VOLS/status/1728667676179132874,Tweet,Kim_4VOLS,https://twitter.com/Kim_4VOLS/status/1728667676179132874,Tweet,
1728304083436745028,something something inflation joke here https://t.co/M1RPFlLNkP,2023-11-25 06:46:18+00:00,https://twitter.com/Larachnaenae/status/1728304083436745028,Tweet,Larachnaenae,https://twitter.com/Larachnaenae/status/1728304083436745028,Tweet,
1728631949428687283,"#Dems have done everything in their power to destroy #US;

Open borders
Crimes
Inflation 
Depleted military 

The #AmericanDream is now a nightmare!

They have all the power & aren't gonna give it up easily in 2024.

Prepare for scamdemic, Marshall law...anything so can cheat!

#Trump2024",2023-11-26 04:29:07+00:00,https://twitter.com/Ms_Betty_Bop/status/1728631949428687283,Tweet,Ms_Betty_Bop,https://twitter.com/Ms_Betty_Bop/status/1728631949428687283,Tweet,
1728424551040606241,"""For all of the oddities of this cycle, S&amp;P has basically done exactly what it should have done following the peak of inflation (this analog goes back to the 1950s).""

- Goldman Sachs https://t.co/FBvKsnR0ch",2023-11-25 14:45:00+00:00,https://twitter.com/dailychartbook/status/1728424551040606241,Tweet,dailychartbook,https://twitter.com/dailychartbook/status/1728424551040606241,Tweet,
1728722935576215842,"¿Por qué nadie está advirtiendo  del impacto que tendrá sobre la inflación la condonación de la deuda autonómica (cambio de titularidad de la deuda, en realidad)?
Que luego parece que la inflación es algo sobrevenido e imprevisible como las plagas bíblicas.",2023-11-26 10:30:40+00:00,https://twitter.com/PhilAMellows/status/1728722935576215842,Tweet,PhilAMellows,https://twitter.com/PhilAMellows/status/1728722935576215842,Tweet,
1728702317468201307,"UK families hit with £1,410 'inflation tax' hidden in small print of Autumn Statement
https://t.co/YYePbtvIB1 https://t.co/zJdbl3Mcwz",2023-11-26 09:08:44+00:00,https://twitter.com/MirrorPolitics/status/1728702317468201307,Tweet,MirrorPolitics,https://twitter.com/MirrorPolitics/status/1728702317468201307,Tweet,
1728523615686295675,"I invite Damon to live on a peso salary for 5 years with Argentina’s inflation levels and see what he thinks after that.

It’s the easiest thing in the world to be a socialist while living in an über capitalist country. https://t.co/GoCiyC7NEp",2023-11-25 21:18:39+00:00,https://twitter.com/BowTiedMara/status/1728523615686295675,Tweet,BowTiedMara,https://twitter.com/BowTiedMara/status/1728523615686295675,Tweet,
1728074091725250821,We don’t have inflation problem. We have corporate greed problem. Corporations made $8 trillion dollars last year. Working full-time at minimum wage brings home $250 week. Top 10% own 73% of net worth. Don’t tell me we need 1% tax cuts or to cut social services to balance budgets,2023-11-24 15:32:24+00:00,https://twitter.com/ChrisJZullo/status/1728074091725250821,Tweet,ChrisJZullo,https://twitter.com/ChrisJZullo/status/1728074091725250821,Tweet,
1728768713539686879,"The Inflation Reduction Act is already making a huge difference by lowering drug costs. Sadly, my opponent missed the chance to support this life-changing bill. I am committed to healthcare for all. When elected, I will continue the fight.
#ChristianForOhio #ChristianForAmerica",2023-11-26 13:32:34+00:00,https://twitter.com/JerradChristian/status/1728768713539686879,Tweet,JerradChristian,https://twitter.com/JerradChristian/status/1728768713539686879,Tweet,
1728474537610637759,"BREAKING: In another attack on the First Amendment, Biden WH tracking and trying to suppress/censor users for daring to complain about inflation. https://t.co/UK07eVucqB",2023-11-25 18:03:37+00:00,https://twitter.com/TomFitton/status/1728474537610637759,Tweet,TomFitton,https://twitter.com/TomFitton/status/1728474537610637759,Tweet,
1728564010034094550,"#Bidenomics has crushed our economy, fueled inflation, and failed American families.

House Republicans are working hard to rebuild our economy and stop President Biden’s tax-and-spend policies.",2023-11-25 23:59:09+00:00,https://twitter.com/RepFeenstra/status/1728564010034094550,Tweet,RepFeenstra,https://twitter.com/RepFeenstra/status/1728564010034094550,Tweet,
1728408475934523761,"*MIAMI’S INFLATION RANKS HIGHEST IN THE USA

THOUGHTS?

🇺🇸🇺🇸 https://t.co/lteFU17WxI",2023-11-25 13:41:07+00:00,https://twitter.com/Investingcom/status/1728408475934523761,Tweet,Investingcom,https://twitter.com/Investingcom/status/1728408475934523761,Tweet,
1727992188846461167,"Me in 2021: 
- Naively arriving at #bitcoin Twitter

Me in 2023:
- Inflation is theft
- 911 was an inside job
- Red light on the balls
- Methylene Blue and flush Niacin
- Expert on ETFs, SEC and The Fed
- Big Pharma wants to keep you sick
- Seed oil is bad except black seed oil",2023-11-24 10:06:57+00:00,https://twitter.com/BTC_for_Freedom/status/1727992188846461167,Tweet,BTC_for_Freedom,https://twitter.com/BTC_for_Freedom/status/1727992188846461167,Tweet,
1728704864145097030,"Who do you trust more to protect your best interests? The US Deep State who assassinated US Presidents &amp; steals your hard earned money through inflation monies, they pay to themselves for free? Or on-chain community monitored keyrings known as OA that never sell down price lolz https://t.co/VWEGE58lmL",2023-11-26 09:18:52+00:00,https://twitter.com/StakeHEX5555/status/1728704864145097030,Tweet,StakeHEX5555,https://twitter.com/StakeHEX5555/status/1728704864145097030,Tweet,
1728712070030323746,"Tired of inflation? 

#VoltiChange it and start making any crypto deflationary by using our DEX and its widget 🔥⚡️ https://t.co/Pmy8qe9wb0",2023-11-26 09:47:30+00:00,https://twitter.com/VoltInuOfficial/status/1728712070030323746,Tweet,VoltInuOfficial,https://twitter.com/VoltInuOfficial/status/1728712070030323746,Tweet,
1728049865983209690,"This does not get enough attention 👇

Instead of illogically blaming Joe Biden for inflation when he was simply dealing with worldwide structural economic changes as we emerged from the pandemic, more focus needs to be placed on greedy corporations who wildly exaggerated their cost increases and unfairly gouged consumers with sky-high prices.

And the evidence of this? Just look at their record profits.

#Greedflation",2023-11-24 13:56:08+00:00,https://twitter.com/TheDemCoalition/status/1728049865983209690,Tweet,TheDemCoalition,https://twitter.com/TheDemCoalition/status/1728049865983209690,Tweet,
1728504586384859162,"Inflation expectations have been climbing, not sure where all this pivot hopium is coming from 🤷‍♂️ https://t.co/zePLkELxnE",2023-11-25 20:03:02+00:00,https://twitter.com/PikerCap/status/1728504586384859162,Tweet,PikerCap,https://twitter.com/PikerCap/status/1728504586384859162,Tweet,
1728434735385326007,"I will continue posting &amp; copying .@CNN. @MSNBC. @ABC &amp; other news media about positive things happening in economy...such as stock market being higher by 20%, unemployment at under 4%, inflation under control.  Thank you, President Biden.

I hope they will start reporting it.",2023-11-25 15:25:28+00:00,https://twitter.com/thomaskaine5/status/1728434735385326007,Tweet,thomaskaine5,https://twitter.com/thomaskaine5/status/1728434735385326007,Tweet,
1728763517581373786,Everyone needs to study this graph closely…this idiot actually makes the case that the incompetence in this administration actually CAUSED inflation to spike. Then they try to take a victory lap if it comes down by spending a trillion dollars…morons…,2023-11-26 13:11:56+00:00,https://twitter.com/Gdub1111/status/1728763517581373786,Tweet,Gdub1111,https://twitter.com/Gdub1111/status/1728763517581373786,Tweet,
1728445534699233783,As inflation fell again in October a reminder that every single republican in Congress voted against lowering inflation. https://t.co/5evTnFJcfH,2023-11-25 16:08:23+00:00,https://twitter.com/BillPascrell/status/1728445534699233783,Tweet,BillPascrell,https://twitter.com/BillPascrell/status/1728445534699233783,Tweet,
1728743778716884998,"Lots of new data coming this week: consumer confidence, Q3 GDP, PCE inflation, J Powell speaking ... https://t.co/PrsP0K895V",2023-11-26 11:53:30+00:00,https://twitter.com/SatoshiFlipper/status/1728743778716884998,Tweet,SatoshiFlipper,https://twitter.com/SatoshiFlipper/status/1728743778716884998,Tweet,
